Word,Sentiment Score,Category
words,0.2096491228070175,hero
and,0.2096491228070175,hero
phrases,0.2096491228070175,hero
portraying,0.2096491228070175,hero
the,0.2096491228070175,hero
target,0.2096491228070175,hero
as,0.2096491228070175,hero
a,0.2096491228070175,hero
hero,0.2096491228070175,hero
in,0.2096491228070175,hero
text,0.2096491228070175,hero
1,0.2096491228070175,hero
older,0.16666666666666666,hero
adults,0.2096491228070175,hero
often,0.2096491228070175,hero
suffer,0.2096491228070175,hero
greatest,1.0,hero
financial,0.2096491228070175,hero
impact,0.2096491228070175,hero
2,0.2096491228070175,hero
prevention,0.2096491228070175,hero
measures,0.2096491228070175,hero
to,0.2096491228070175,hero
protect,0.2096491228070175,hero
seniors,0.2096491228070175,hero
3,0.2096491228070175,hero
phishing,0.2096491228070175,hero
is,0.2096491228070175,hero
an,0.2096491228070175,hero
important,0.4,hero
part,0.2096491228070175,hero
of,0.2096491228070175,hero
cybersecurity,0.2096491228070175,hero
practice,0.2096491228070175,hero
4,0.2096491228070175,hero
stand,0.2096491228070175,hero
increasing,0.2096491228070175,hero
threats,0.2096491228070175,hero
but,0.2096491228070175,hero
are,0.2096491228070175,hero
taking,0.2096491228070175,hero
action,0.1,hero
prevent,0.2096491228070175,hero
becoming,0.45,hero
victims,0.2096491228070175,hero
5,0.2096491228070175,hero
recommendations,0.2096491228070175,hero
safeguard,0.2096491228070175,hero
6,0.2096491228070175,hero
protecting,0.2096491228070175,hero
personal,0.2096491228070175,hero
data,0.2096491228070175,hero
money,0.2096491228070175,hero
7,0.2096491228070175,hero
education,0.2096491228070175,hero
powerful,0.3,hero
way,0.2096491228070175,hero
8,0.2096491228070175,hero
providing,0.2096491228070175,hero
guidance,0.2096491228070175,hero
support,0.2096491228070175,hero
9,0.2096491228070175,hero
advocating,0.2096491228070175,hero
on,0.2096491228070175,hero
behalf,0.2096491228070175,hero
10,0.2096491228070175,hero
sharing,0.2096491228070175,hero
resources,0.2096491228070175,hero
help,0.2096491228070175,hero
guard,0.2096491228070175,hero
against,0.2096491228070175,hero
scams,0.2096491228070175,hero
11,0.2096491228070175,hero
learning,0.2096491228070175,hero
implementing,0.2096491228070175,hero
preventive,0.2096491228070175,hero
actions,0.2096491228070175,hero
12,0.2096491228070175,hero
recognizing,0.2096491228070175,hero
avoiding,0.2096491228070175,hero
attempts,0.2096491228070175,hero
13,0.2096491228070175,hero
assisting,0.2096491228070175,hero
spotting,0.2096491228070175,hero
warning,0.2096491228070175,hero
signs,0.2096491228070175,hero
responding,0.2096491228070175,hero
cautiously,0.2096491228070175,hero
14,0.2096491228070175,hero
strengthening,0.2096491228070175,hero
practices,0.2096491228070175,hero
for,0.2096491228070175,hero
15,0.2096491228070175,hero
empowering,0.2096491228070175,hero
report,0.2096491228070175,hero
suspected,0.2096491228070175,hero
fraud,0.2096491228070175,hero
incidents,0.2096491228070175,hero
16,0.2096491228070175,hero
proactive,0.2096491228070175,hero
steps,0.2096491228070175,hero
secure,0.4,hero
online,0.2096491228070175,hero
information,0.2096491228070175,hero
17,0.2096491228070175,hero
offering,0.2096491228070175,hero
victimization,0.2096491228070175,hero
18,0.2096491228070175,hero
vulnerability,0.2096491228070175,hero
19,0.2096491228070175,hero
enhancing,0.2096491228070175,hero
digital,0.2096491228070175,hero
literacy,0.2096491228070175,hero
safety,0.2096491228070175,hero
20,0.2096491228070175,hero
collaborative,0.2096491228070175,hero
efforts,0.2096491228070175,hero
from,0.2096491228070175,hero
exploitation,0.2096491228070175,hero
these,0.2096491228070175,hero
highlight,0.2096491228070175,hero
protective,0.2096491228070175,hero
taken,0.2096491228070175,hero
positioning,0.2096491228070175,hero
them,0.2096491228070175,hero
heroes,0.2096491228070175,hero
facing,0.2096491228070175,hero
overcoming,0.2096491228070175,hero
challenges,0.2096491228070175,hero
related,0.2096491228070175,hero
attacks,0.2096491228070175,hero
words and,0.2096491228070175,hero
and phrases,0.2096491228070175,hero
phrases portraying,0.2096491228070175,hero
portraying the,0.2096491228070175,hero
the target,0.2096491228070175,hero
target as,0.2096491228070175,hero
as a,0.2096491228070175,hero
a hero,0.2096491228070175,hero
hero in,0.2096491228070175,hero
in the,0.2096491228070175,hero
the text,0.2096491228070175,hero
text 1,0.2096491228070175,hero
1 older,0.16666666666666666,hero
older adults,0.16666666666666666,hero
adults often,0.2096491228070175,hero
often suffer,0.2096491228070175,hero
suffer greatest,1.0,hero
greatest financial,0.5,hero
financial impact,0.2096491228070175,hero
impact 2,0.2096491228070175,hero
2 prevention,0.2096491228070175,hero
prevention measures,0.2096491228070175,hero
measures to,0.2096491228070175,hero
to protect,0.2096491228070175,hero
protect seniors,0.2096491228070175,hero
seniors 3,0.2096491228070175,hero
3 phishing,0.2096491228070175,hero
phishing prevention,0.2096491228070175,hero
prevention is,0.2096491228070175,hero
is an,0.2096491228070175,hero
an important,0.4,hero
important part,0.4,hero
part of,0.2096491228070175,hero
of cybersecurity,0.2096491228070175,hero
cybersecurity practice,0.2096491228070175,hero
practice 4,0.2096491228070175,hero
4 seniors,0.2096491228070175,hero
seniors stand,0.2096491228070175,hero
stand as,0.2096491228070175,hero
as increasing,0.2096491228070175,hero
increasing threats,0.2096491228070175,hero
threats but,0.2096491228070175,hero
but are,0.2096491228070175,hero
are taking,0.2096491228070175,hero
taking action,0.1,hero
action to,0.1,hero
to prevent,0.2096491228070175,hero
prevent becoming,0.45,hero
becoming victims,0.45,hero
victims 5,0.2096491228070175,hero
5 recommendations,0.2096491228070175,hero
recommendations to,0.2096491228070175,hero
to safeguard,0.2096491228070175,hero
safeguard older,0.16666666666666666,hero
adults 6,0.2096491228070175,hero
6 protecting,0.2096491228070175,hero
protecting personal,0.2096491228070175,hero
personal data,0.2096491228070175,hero
data and,0.2096491228070175,hero
and money,0.2096491228070175,hero
money 7,0.2096491228070175,hero
7 education,0.2096491228070175,hero
education is,0.2096491228070175,hero
is a,0.2096491228070175,hero
a powerful,0.3,hero
powerful way,0.3,hero
way to,0.2096491228070175,hero
seniors 8,0.2096491228070175,hero
8 providing,0.2096491228070175,hero
providing guidance,0.2096491228070175,hero
guidance and,0.2096491228070175,hero
and support,0.2096491228070175,hero
support to,0.2096491228070175,hero
to older,0.16666666666666666,hero
adults 9,0.2096491228070175,hero
9 advocating,0.2096491228070175,hero
advocating on,0.2096491228070175,hero
on behalf,0.2096491228070175,hero
behalf of,0.2096491228070175,hero
of older,0.16666666666666666,hero
adults 10,0.2096491228070175,hero
10 sharing,0.2096491228070175,hero
sharing resources,0.2096491228070175,hero
resources to,0.2096491228070175,hero
to help,0.2096491228070175,hero
help seniors,0.2096491228070175,hero
seniors guard,0.2096491228070175,hero
guard against,0.2096491228070175,hero
against scams,0.2096491228070175,hero
scams 11,0.2096491228070175,hero
11 learning,0.2096491228070175,hero
learning and,0.2096491228070175,hero
and implementing,0.2096491228070175,hero
implementing preventive,0.2096491228070175,hero
preventive actions,0.2096491228070175,hero
actions 12,0.2096491228070175,hero
12 recognizing,0.2096491228070175,hero
recognizing and,0.2096491228070175,hero
and avoiding,0.2096491228070175,hero
avoiding phishing,0.2096491228070175,hero
phishing attempts,0.2096491228070175,hero
attempts 13,0.2096491228070175,hero
13 assisting,0.2096491228070175,hero
assisting older,0.16666666666666666,hero
adults in,0.2096491228070175,hero
in spotting,0.2096491228070175,hero
spotting warning,0.2096491228070175,hero
warning signs,0.2096491228070175,hero
signs and,0.2096491228070175,hero
and responding,0.2096491228070175,hero
responding cautiously,0.2096491228070175,hero
cautiously 14,0.2096491228070175,hero
14 strengthening,0.2096491228070175,hero
strengthening cybersecurity,0.2096491228070175,hero
cybersecurity practices,0.2096491228070175,hero
practices for,0.2096491228070175,hero
for older,0.16666666666666666,hero
adults 15,0.2096491228070175,hero
15 empowering,0.2096491228070175,hero
empowering seniors,0.2096491228070175,hero
seniors to,0.2096491228070175,hero
to report,0.2096491228070175,hero
report suspected,0.2096491228070175,hero
suspected fraud,0.2096491228070175,hero
fraud incidents,0.2096491228070175,hero
incidents 16,0.2096491228070175,hero
16 taking,0.2096491228070175,hero
taking proactive,0.2096491228070175,hero
proactive steps,0.2096491228070175,hero
steps to,0.2096491228070175,hero
to secure,0.4,hero
secure online,0.4,hero
online information,0.2096491228070175,hero
information 17,0.2096491228070175,hero
17 offering,0.2096491228070175,hero
offering support,0.2096491228070175,hero
support and,0.2096491228070175,hero
and guidance,0.2096491228070175,hero
guidance to,0.2096491228070175,hero
prevent victimization,0.2096491228070175,hero
victimization 18,0.2096491228070175,hero
18 recognizing,0.2096491228070175,hero
recognizing the,0.2096491228070175,hero
the vulnerability,0.2096491228070175,hero
vulnerability of,0.2096491228070175,hero
adults to,0.2096491228070175,hero
to online,0.2096491228070175,hero
online fraud,0.2096491228070175,hero
fraud 19,0.2096491228070175,hero
19 enhancing,0.2096491228070175,hero
enhancing digital,0.2096491228070175,hero
digital literacy,0.2096491228070175,hero
literacy and,0.2096491228070175,hero
and online,0.2096491228070175,hero
online safety,0.2096491228070175,hero
safety for,0.2096491228070175,hero
for seniors,0.2096491228070175,hero
seniors 20,0.2096491228070175,hero
20 collaborative,0.2096491228070175,hero
collaborative efforts,0.2096491228070175,hero
efforts to,0.2096491228070175,hero
seniors from,0.2096491228070175,hero
from financial,0.2096491228070175,hero
financial exploitation,0.2096491228070175,hero
exploitation these,0.2096491228070175,hero
these words,0.2096491228070175,hero
phrases highlight,0.2096491228070175,hero
highlight the,0.2096491228070175,hero
the proactive,0.2096491228070175,hero
proactive and,0.2096491228070175,hero
and protective,0.2096491228070175,hero
protective actions,0.2096491228070175,hero
actions taken,0.2096491228070175,hero
taken to,0.2096491228070175,hero
adults from,0.2096491228070175,hero
from scams,0.2096491228070175,hero
scams positioning,0.2096491228070175,hero
positioning them,0.2096491228070175,hero
them as,0.2096491228070175,hero
as heroes,0.2096491228070175,hero
heroes in,0.2096491228070175,hero
in facing,0.2096491228070175,hero
facing and,0.2096491228070175,hero
and overcoming,0.2096491228070175,hero
overcoming challenges,0.2096491228070175,hero
challenges related,0.2096491228070175,hero
related to,0.2096491228070175,hero
fraud and,0.2096491228070175,hero
and phishing,0.2096491228070175,hero
phishing attacks,0.2096491228070175,hero
words and phrases,0.2096491228070175,hero
and phrases portraying,0.2096491228070175,hero
phrases portraying the,0.2096491228070175,hero
portraying the target,0.2096491228070175,hero
the target as,0.2096491228070175,hero
target as a,0.2096491228070175,hero
as a hero,0.2096491228070175,hero
a hero in,0.2096491228070175,hero
hero in the,0.2096491228070175,hero
in the text,0.2096491228070175,hero
the text 1,0.2096491228070175,hero
text 1 older,0.16666666666666666,hero
1 older adults,0.16666666666666666,hero
older adults often,0.16666666666666666,hero
adults often suffer,0.2096491228070175,hero
often suffer greatest,1.0,hero
suffer greatest financial,0.5,hero
greatest financial impact,0.5,hero
financial impact 2,0.2096491228070175,hero
impact 2 prevention,0.2096491228070175,hero
2 prevention measures,0.2096491228070175,hero
prevention measures to,0.2096491228070175,hero
measures to protect,0.2096491228070175,hero
to protect seniors,0.2096491228070175,hero
protect seniors 3,0.2096491228070175,hero
seniors 3 phishing,0.2096491228070175,hero
3 phishing prevention,0.2096491228070175,hero
phishing prevention is,0.2096491228070175,hero
prevention is an,0.2096491228070175,hero
is an important,0.4,hero
an important part,0.4,hero
important part of,0.4,hero
part of cybersecurity,0.2096491228070175,hero
of cybersecurity practice,0.2096491228070175,hero
cybersecurity practice 4,0.2096491228070175,hero
practice 4 seniors,0.2096491228070175,hero
4 seniors stand,0.2096491228070175,hero
seniors stand as,0.2096491228070175,hero
stand as increasing,0.2096491228070175,hero
as increasing threats,0.2096491228070175,hero
increasing threats but,0.2096491228070175,hero
threats but are,0.2096491228070175,hero
but are taking,0.2096491228070175,hero
are taking action,0.1,hero
taking action to,0.1,hero
action to prevent,0.1,hero
to prevent becoming,0.45,hero
prevent becoming victims,0.45,hero
becoming victims 5,0.45,hero
victims 5 recommendations,0.2096491228070175,hero
5 recommendations to,0.2096491228070175,hero
recommendations to safeguard,0.2096491228070175,hero
to safeguard older,0.16666666666666666,hero
safeguard older adults,0.16666666666666666,hero
older adults 6,0.16666666666666666,hero
adults 6 protecting,0.2096491228070175,hero
6 protecting personal,0.2096491228070175,hero
protecting personal data,0.2096491228070175,hero
personal data and,0.2096491228070175,hero
data and money,0.2096491228070175,hero
and money 7,0.2096491228070175,hero
money 7 education,0.2096491228070175,hero
7 education is,0.2096491228070175,hero
education is a,0.2096491228070175,hero
is a powerful,0.3,hero
a powerful way,0.3,hero
powerful way to,0.3,hero
way to protect,0.2096491228070175,hero
protect seniors 8,0.2096491228070175,hero
seniors 8 providing,0.2096491228070175,hero
8 providing guidance,0.2096491228070175,hero
providing guidance and,0.2096491228070175,hero
guidance and support,0.2096491228070175,hero
and support to,0.2096491228070175,hero
support to older,0.16666666666666666,hero
to older adults,0.16666666666666666,hero
older adults 9,0.16666666666666666,hero
adults 9 advocating,0.2096491228070175,hero
9 advocating on,0.2096491228070175,hero
advocating on behalf,0.2096491228070175,hero
on behalf of,0.2096491228070175,hero
behalf of older,0.16666666666666666,hero
of older adults,0.16666666666666666,hero
older adults 10,0.16666666666666666,hero
adults 10 sharing,0.2096491228070175,hero
10 sharing resources,0.2096491228070175,hero
sharing resources to,0.2096491228070175,hero
resources to help,0.2096491228070175,hero
to help seniors,0.2096491228070175,hero
help seniors guard,0.2096491228070175,hero
seniors guard against,0.2096491228070175,hero
guard against scams,0.2096491228070175,hero
against scams 11,0.2096491228070175,hero
scams 11 learning,0.2096491228070175,hero
11 learning and,0.2096491228070175,hero
learning and implementing,0.2096491228070175,hero
and implementing preventive,0.2096491228070175,hero
implementing preventive actions,0.2096491228070175,hero
preventive actions 12,0.2096491228070175,hero
actions 12 recognizing,0.2096491228070175,hero
12 recognizing and,0.2096491228070175,hero
recognizing and avoiding,0.2096491228070175,hero
and avoiding phishing,0.2096491228070175,hero
avoiding phishing attempts,0.2096491228070175,hero
phishing attempts 13,0.2096491228070175,hero
attempts 13 assisting,0.2096491228070175,hero
13 assisting older,0.16666666666666666,hero
assisting older adults,0.16666666666666666,hero
older adults in,0.16666666666666666,hero
adults in spotting,0.2096491228070175,hero
in spotting warning,0.2096491228070175,hero
spotting warning signs,0.2096491228070175,hero
warning signs and,0.2096491228070175,hero
signs and responding,0.2096491228070175,hero
and responding cautiously,0.2096491228070175,hero
responding cautiously 14,0.2096491228070175,hero
cautiously 14 strengthening,0.2096491228070175,hero
14 strengthening cybersecurity,0.2096491228070175,hero
strengthening cybersecurity practices,0.2096491228070175,hero
cybersecurity practices for,0.2096491228070175,hero
practices for older,0.16666666666666666,hero
for older adults,0.16666666666666666,hero
older adults 15,0.16666666666666666,hero
adults 15 empowering,0.2096491228070175,hero
15 empowering seniors,0.2096491228070175,hero
empowering seniors to,0.2096491228070175,hero
seniors to report,0.2096491228070175,hero
to report suspected,0.2096491228070175,hero
report suspected fraud,0.2096491228070175,hero
suspected fraud incidents,0.2096491228070175,hero
fraud incidents 16,0.2096491228070175,hero
incidents 16 taking,0.2096491228070175,hero
16 taking proactive,0.2096491228070175,hero
taking proactive steps,0.2096491228070175,hero
proactive steps to,0.2096491228070175,hero
steps to secure,0.4,hero
to secure online,0.4,hero
secure online information,0.4,hero
online information 17,0.2096491228070175,hero
information 17 offering,0.2096491228070175,hero
17 offering support,0.2096491228070175,hero
offering support and,0.2096491228070175,hero
support and guidance,0.2096491228070175,hero
and guidance to,0.2096491228070175,hero
guidance to prevent,0.2096491228070175,hero
to prevent victimization,0.2096491228070175,hero
prevent victimization 18,0.2096491228070175,hero
victimization 18 recognizing,0.2096491228070175,hero
18 recognizing the,0.2096491228070175,hero
recognizing the vulnerability,0.2096491228070175,hero
the vulnerability of,0.2096491228070175,hero
vulnerability of older,0.16666666666666666,hero
older adults to,0.16666666666666666,hero
adults to online,0.2096491228070175,hero
to online fraud,0.2096491228070175,hero
online fraud 19,0.2096491228070175,hero
fraud 19 enhancing,0.2096491228070175,hero
19 enhancing digital,0.2096491228070175,hero
enhancing digital literacy,0.2096491228070175,hero
digital literacy and,0.2096491228070175,hero
literacy and online,0.2096491228070175,hero
and online safety,0.2096491228070175,hero
online safety for,0.2096491228070175,hero
safety for seniors,0.2096491228070175,hero
for seniors 20,0.2096491228070175,hero
seniors 20 collaborative,0.2096491228070175,hero
20 collaborative efforts,0.2096491228070175,hero
collaborative efforts to,0.2096491228070175,hero
efforts to protect,0.2096491228070175,hero
protect seniors from,0.2096491228070175,hero
seniors from financial,0.2096491228070175,hero
from financial exploitation,0.2096491228070175,hero
financial exploitation these,0.2096491228070175,hero
exploitation these words,0.2096491228070175,hero
these words and,0.2096491228070175,hero
and phrases highlight,0.2096491228070175,hero
phrases highlight the,0.2096491228070175,hero
highlight the proactive,0.2096491228070175,hero
the proactive and,0.2096491228070175,hero
proactive and protective,0.2096491228070175,hero
and protective actions,0.2096491228070175,hero
protective actions taken,0.2096491228070175,hero
actions taken to,0.2096491228070175,hero
taken to safeguard,0.2096491228070175,hero
older adults from,0.16666666666666666,hero
adults from scams,0.2096491228070175,hero
from scams positioning,0.2096491228070175,hero
scams positioning them,0.2096491228070175,hero
positioning them as,0.2096491228070175,hero
them as heroes,0.2096491228070175,hero
as heroes in,0.2096491228070175,hero
heroes in facing,0.2096491228070175,hero
in facing and,0.2096491228070175,hero
facing and overcoming,0.2096491228070175,hero
and overcoming challenges,0.2096491228070175,hero
overcoming challenges related,0.2096491228070175,hero
challenges related to,0.2096491228070175,hero
related to online,0.2096491228070175,hero
online fraud and,0.2096491228070175,hero
fraud and phishing,0.2096491228070175,hero
and phishing attacks,0.2096491228070175,hero
toll,0.06477987421383649,victim
exceeded,0.06477987421383649,victim
total,0.06477987421383649,victim
losses,0.06477987421383649,victim
individual,0.06477987421383649,victim
loss,0.06477987421383649,victim
vulnerable,-0.5,victim
targets,0.06477987421383649,victim
american,0.06477987421383649,victim
people,0.06477987421383649,victim
generations,0.06477987421383649,victim
aging,0.06477987421383649,victim
targeting,0.06477987421383649,victim
common,-0.3,victim
types,0.06477987421383649,victim
ransomware,0.06477987421383649,victim
cybercriminals,0.06477987421383649,victim
scammers,0.06477987421383649,victim
fraudsters,0.06477987421383649,victim
targeted,0.06477987421383649,victim
adult,0.1,victim
potential,0.06477987421383649,victim
scam,0.06477987421383649,victim
unsuspecting,0.06477987421383649,victim
psychological,0.06477987421383649,victim
tactics,0.06477987421383649,victim
manipulation,0.06477987421383649,victim
tricking,0.06477987421383649,victim
deceptive,0.06477987421383649,victim
emails,0.06477987421383649,victim
fraudulent,0.06477987421383649,victim
messages,0.06477987421383649,victim
social,0.03333333333333333,victim
isolation,0.06477987421383649,victim
emotional,0.06477987421383649,victim
response,0.06477987421383649,victim
influence,0.06477987421383649,victim
engineering,0.06477987421383649,victim
deception,0.06477987421383649,victim
susceptibility,0.06477987421383649,victim
elder,0.06477987421383649,victim
techniques,0.06477987421383649,victim
cognition,0.06477987421383649,victim
decision-making,0.06477987421383649,victim
detection,0.06477987421383649,victim
misleading,0.06477987421383649,victim
theft,0.06477987421383649,victim
stealing,0.06477987421383649,victim
identities,0.06477987421383649,victim
identity,0.06477987421383649,victim
compromising,0.06477987421383649,victim
security,0.06477987421383649,victim
unauthorized,0.06477987421383649,victim
access,0.06477987421383649,victim
sensitive,0.1,victim
account,0.06477987421383649,victim
details,0.06477987421383649,victim
activities,0.06477987421383649,victim
email,0.06477987421383649,victim
schemes,0.06477987421383649,victim
behavior,0.06477987421383649,victim
notifications,0.06477987421383649,victim
disguise,0.06477987421383649,victim
language,0.06477987421383649,victim
tricks,0.06477987421383649,victim
strategies,0.06477987421383649,victim
persuasion,0.06477987421383649,victim
offers,0.1,victim
communications,0.06477987421383649,victim
awareness,0.06477987421383649,victim
software,0.06477987421383649,victim
tools,0.06477987421383649,victim
protection,0.06477987421383649,victim
mechanisms,0.06477987421383649,victim
spam,0.06477987421383649,victim
filters,0.06477987421383649,victim
antivirus,0.06477987421383649,victim
password,0.06477987421383649,victim
updates,0.06477987421383649,victim
multifactor,0.06477987421383649,victim
authentication,0.06477987421383649,victim
red,0.06477987421383649,victim
flags,0.06477987421383649,victim
suspicious,0.06477987421383649,victim
activity,0.06477987421383649,victim
indicators,0.06477987421383649,victim
telltale,0.06477987421383649,victim
defense,0.06477987421383649,victim
networks,0.06477987421383649,victim
