Word,Sentiment Score,Category
theft stealing information,0.06477987421383649,victim
stealing information stealing,0.06477987421383649,victim
information stealing identities,0.06477987421383649,victim
stealing identities identity,0.06477987421383649,victim
identities identity theft,0.06477987421383649,victim
identity theft stealing,0.06477987421383649,victim
theft stealing personal,0.06477987421383649,victim
stealing personal information,0.06477987421383649,victim
personal information compromising,0.06477987421383649,victim
information compromising security,0.06477987421383649,victim
compromising security unauthorized,0.06477987421383649,victim
security unauthorized access,0.06477987421383649,victim
unauthorized access sensitive,0.1,victim
access sensitive data,0.1,victim
sensitive data personal,0.05,victim
data personal information,0.06477987421383649,victim
personal information financial,0.06477987421383649,victim
information financial account,0.06477987421383649,victim
financial account details,0.06477987421383649,victim
account details personal,0.06477987421383649,victim
details personal data,0.06477987421383649,victim
personal data 10,0.06477987421383649,victim
data 10 fraudulent,0.06477987421383649,victim
10 fraudulent activities,0.06477987421383649,victim
fraudulent activities fraudulent,0.06477987421383649,victim
activities fraudulent phishing,0.06477987421383649,victim
fraudulent phishing fraudulent,0.06477987421383649,victim
phishing fraudulent email,0.06477987421383649,victim
fraudulent email scam,0.06477987421383649,victim
email scam activities,0.06477987421383649,victim
scam activities fraudulent,0.06477987421383649,victim
activities fraudulent schemes,0.06477987421383649,victim
fraudulent schemes fraudulent,0.06477987421383649,victim
schemes fraudulent behavior,0.06477987421383649,victim
fraudulent behavior fraudulent,0.06477987421383649,victim
behavior fraudulent messages,0.06477987421383649,victim
messages fraudulent notifications,0.06477987421383649,victim
fraudulent notifications fraudulent,0.06477987421383649,victim
notifications fraudulent emails,0.06477987421383649,victim
fraudulent emails 11,0.06477987421383649,victim
emails 11 scam,0.06477987421383649,victim
11 scam tactics,0.06477987421383649,victim
scam tactics social,0.03333333333333333,victim
tactics social engineering,0.03333333333333333,victim
social engineering tactics,0.03333333333333333,victim
engineering tactics disguise,0.06477987421383649,victim
tactics disguise techniques,0.06477987421383649,victim
disguise techniques language,0.06477987421383649,victim
techniques language tricks,0.06477987421383649,victim
language tricks manipulation,0.06477987421383649,victim
tricks manipulation strategies,0.06477987421383649,victim
manipulation strategies persuasion,0.06477987421383649,victim
strategies persuasion tactics,0.06477987421383649,victim
persuasion tactics fraudulent,0.06477987421383649,victim
tactics fraudulent offers,0.1,victim
fraudulent offers deceptive,0.1,victim
offers deceptive communications,0.1,victim
deceptive communications 12,0.06477987421383649,victim
communications 12 preventive,0.06477987421383649,victim
12 preventive measures,0.06477987421383649,victim
preventive measures phishing,0.06477987421383649,victim
measures phishing prevention,0.06477987421383649,victim
prevention phishing awareness,0.06477987421383649,victim
phishing awareness phishing,0.06477987421383649,victim
awareness phishing education,0.06477987421383649,victim
phishing education online,0.06477987421383649,victim
education online safety,0.06477987421383649,victim
online safety cybersecurity,0.06477987421383649,victim
safety cybersecurity practices,0.06477987421383649,victim
cybersecurity practices security,0.06477987421383649,victim
practices security measures,0.06477987421383649,victim
security measures security,0.06477987421383649,victim
measures security software,0.06477987421383649,victim
security software security,0.06477987421383649,victim
software security tools,0.06477987421383649,victim
security tools protection,0.06477987421383649,victim
tools protection mechanisms,0.06477987421383649,victim
protection mechanisms spam,0.06477987421383649,victim
mechanisms spam filters,0.06477987421383649,victim
spam filters antivirus,0.06477987421383649,victim
filters antivirus protection,0.06477987421383649,victim
antivirus protection password,0.06477987421383649,victim
protection password security,0.06477987421383649,victim
password security security,0.06477987421383649,victim
security security updates,0.06477987421383649,victim
security updates multifactor,0.06477987421383649,victim
updates multifactor authentication,0.06477987421383649,victim
multifactor authentication cybersecurity,0.06477987421383649,victim
authentication cybersecurity awareness,0.06477987421383649,victim
cybersecurity awareness 13,0.06477987421383649,victim
awareness 13 warning,0.06477987421383649,victim
13 warning signs,0.06477987421383649,victim
warning signs red,0.06477987421383649,victim
signs red flags,0.06477987421383649,victim
red flags suspicious,0.06477987421383649,victim
flags suspicious activity,0.06477987421383649,victim
suspicious activity potential,0.06477987421383649,victim
activity potential warning,0.06477987421383649,victim
potential warning signs,0.06477987421383649,victim
warning signs indicators,0.06477987421383649,victim
signs indicators of,0.06477987421383649,victim
indicators of scams,0.06477987421383649,victim
of scams common,-0.3,victim
scams common warning,-0.3,victim
common warning signs,-0.3,victim
warning signs telltale,0.06477987421383649,victim
signs telltale signs,0.06477987421383649,victim
telltale signs signs,0.06477987421383649,victim
signs signs of,0.06477987421383649,victim
signs of phishing,0.06477987421383649,victim
of phishing flags,0.06477987421383649,victim
phishing flags of,0.06477987421383649,victim
flags of deception,0.06477987421383649,victim
of deception 14,0.06477987421383649,victim
deception 14 digital,0.06477987421383649,victim
14 digital security,0.06477987421383649,victim
digital security personal,0.06477987421383649,victim
security personal cybersecurity,0.06477987421383649,victim
personal cybersecurity online,0.06477987421383649,victim
cybersecurity online protection,0.06477987421383649,victim
online protection digital,0.06477987421383649,victim
protection digital defense,0.06477987421383649,victim
digital defense secure,0.2,victim
defense secure networks,0.4,victim
secure networks secure,0.4,victim
networks secure systems,0.4,victim
secure systems secure,0.4,victim
systems secure browsing,0.4,victim
secure browsing habits,0.4,victim
browsing habits secure,0.4,victim
habits secure online,0.4,victim
secure online behavior,0.4,victim
online behavior 15,0.06477987421383649,victim
behavior 15 reporting,0.06477987421383649,victim
15 reporting incidents,0.06477987421383649,victim
reporting incidents reporting,0.06477987421383649,victim
incidents reporting concerns,0.06477987421383649,victim
reporting concerns reporting,0.06477987421383649,victim
concerns reporting fraud,0.06477987421383649,victim
reporting fraud reporting,0.06477987421383649,victim
fraud reporting suspicious,0.06477987421383649,victim
reporting suspicious activity,0.06477987421383649,victim
suspicious activity seeking,0.06477987421383649,victim
activity seeking assistance,0.06477987421383649,victim
seeking assistance seeking,0.06477987421383649,victim
assistance seeking help,0.06477987421383649,victim
seeking help reporting,0.06477987421383649,victim
help reporting phishing,0.06477987421383649,victim
reporting phishing incidents,0.06477987421383649,victim
phishing incidents reporting,0.06477987421383649,victim
incidents reporting financial,0.06477987421383649,victim
reporting financial fraud,0.06477987421383649,victim
financial fraud 16,0.06477987421383649,victim
fraud 16 privacy,0.06477987421383649,victim
16 privacy protection,0.06477987421383649,victim
privacy protection protection,0.06477987421383649,victim
protection protection of,0.06477987421383649,victim
protection of personal,0.06477987421383649,victim
of personal information,0.06477987421383649,victim
personal information protection,0.06477987421383649,victim
information protection of,0.06477987421383649,victim
protection of sensitive,0.1,victim
of sensitive data,0.1,victim
sensitive data protection,0.1,victim
data protection from,0.06477987421383649,victim
protection from scams,0.06477987421383649,victim
from scams protection,0.06477987421383649,victim
scams protection against,0.06477987421383649,victim
protection against identity,0.06477987421383649,victim
against identity theft,0.06477987421383649,victim
identity theft protection,0.06477987421383649,victim
theft protection from,0.06477987421383649,victim
protection from financial,0.06477987421383649,victim
from financial losses,0.06477987421383649,victim
financial losses protection,0.06477987421383649,victim
losses protection strategies,0.06477987421383649,victim
protection strategies 17,0.06477987421383649,victim
strategies 17 scam,0.06477987421383649,victim
17 scam prevention,0.06477987421383649,victim
scam prevention scam,0.06477987421383649,victim
prevention scam awareness,0.06477987421383649,victim
scam awareness scam,0.06477987421383649,victim
awareness scam prevention,0.06477987421383649,victim
scam prevention strategies,0.06477987421383649,victim
prevention strategies scam,0.06477987421383649,victim
strategies scam recognition,0.06477987421383649,victim
scam recognition scam,0.06477987421383649,victim
recognition scam avoidance,0.06477987421383649,victim
scam avoidance scam,0.06477987421383649,victim
avoidance scam protection,0.06477987421383649,victim
scam protection scam,0.06477987421383649,victim
protection scam mitigation,0.06477987421383649,victim
scam mitigation scam,0.06477987421383649,victim
mitigation scam education,0.06477987421383649,victim
scam education 18,0.06477987421383649,victim
education 18 scam,0.06477987421383649,victim
18 scam types,0.06477987421383649,victim
scam types phishing,0.06477987421383649,victim
types phishing scams,0.06477987421383649,victim
phishing scams tech,0.06477987421383649,victim
scams tech support,0.06477987421383649,victim
tech support scams,0.06477987421383649,victim
support scams investment,0.06477987421383649,victim
scams investment scams,0.06477987421383649,victim
investment scams lottery,0.06477987421383649,victim
scams lottery scams,0.06477987421383649,victim
lottery scams charity,0.06477987421383649,victim
scams charity scams,0.06477987421383649,victim
charity scams phone,0.06477987421383649,victim
scams phone scams,0.06477987421383649,victim
phone scams internet,0.06477987421383649,victim
scams internet scams,0.06477987421383649,victim
internet scams financial,0.06477987421383649,victim
scams financial scams,0.06477987421383649,victim
financial scams online,0.06477987421383649,victim
scams online shopping,0.06477987421383649,victim
online shopping scams,0.06477987421383649,victim
shopping scams scam,0.06477987421383649,victim
scams scam varieties,0.06477987421383649,victim
scam varieties scam,0.06477987421383649,victim
varieties scam categories,0.06477987421383649,victim
scam categories 19,0.06477987421383649,victim
categories 19 identity,0.06477987421383649,victim
19 identity theft,0.06477987421383649,victim
identity theft stolen,0.06477987421383649,victim
theft stolen identities,0.06477987421383649,victim
stolen identities identity,0.06477987421383649,victim
theft protection identity,0.06477987421383649,victim
protection identity theft,0.06477987421383649,victim
identity theft prevention,0.06477987421383649,victim
theft prevention identity,0.06477987421383649,victim
prevention identity theft,0.06477987421383649,victim
identity theft recovery,0.06477987421383649,victim
theft recovery identity,0.06477987421383649,victim
recovery identity theft,0.06477987421383649,victim
identity theft risks,0.06477987421383649,victim
theft risks identity,0.06477987421383649,victim
risks identity theft,0.06477987421383649,victim
identity theft awareness,0.06477987421383649,victim
theft awareness 20,0.06477987421383649,victim
awareness 20 online,0.06477987421383649,victim
20 online safety,0.06477987421383649,victim
online safety online,0.06477987421383649,victim
safety online shopping,0.06477987421383649,victim
online shopping safety,0.06477987421383649,victim
shopping safety digital,0.06477987421383649,victim
safety digital literacy,0.06477987421383649,victim
digital literacy cybercrime,0.06477987421383649,victim
literacy cybercrime prevention,0.06477987421383649,victim
cybercrime prevention internet,0.06477987421383649,victim
prevention internet safety,0.06477987421383649,victim
internet safety online,0.06477987421383649,victim
safety online fraud,0.06477987421383649,victim
online fraud prevention,0.06477987421383649,victim
fraud prevention website,0.06477987421383649,victim
prevention website security,0.06477987421383649,victim
website security secure,0.4,victim
security secure transactions,0.4,victim
secure transactions online,0.4,victim
transactions online scam,0.06477987421383649,victim
online scam awareness,0.06477987421383649,victim
scam awareness digital,0.06477987421383649,victim
awareness digital protection,0.06477987421383649,victim
that,-0.2083333333333333,villain
describe,-0.2083333333333333,villain
attacker,-0.2083333333333333,villain
villain,-0.2083333333333333,villain
include,-0.2083333333333333,villain
deceptions,-0.2083333333333333,villain
cyber,-0.2083333333333333,villain
criminals,-0.2083333333333333,villain
coercion,-0.2083333333333333,villain
malicious,-0.2083333333333333,villain
actors,-0.2083333333333333,villain
thieves,-0.2083333333333333,villain
con,-0.2083333333333333,villain
artists,-0.2083333333333333,villain
perpetrators,-0.2083333333333333,villain
crime,-0.2083333333333333,villain
threat,-0.2083333333333333,villain
predatory,-0.2083333333333333,villain
trickery,-0.2083333333333333,villain
sinister,-0.5,villain
insidious,-0.2083333333333333,villain
plots,-0.2083333333333333,villain
fake,-0.5,villain
news,-0.2083333333333333,villain
fabricated,-0.2083333333333333,villain
images,-0.2083333333333333,villain
impersonation,-0.2083333333333333,villain
imposter,-0.2083333333333333,villain
checks,-0.2083333333333333,villain
dishonest,-0.3,villain
untrustworthy,-0.2083333333333333,villain
claims,-0.2083333333333333,villain
intentions,-0.2083333333333333,villain
websites,-0.2083333333333333,villain
illicit,-0.2083333333333333,villain
requests,-0.2083333333333333,villain
phrases that,-0.2083333333333333,villain
that describe,-0.2083333333333333,villain
describe an,-0.2083333333333333,villain
an attacker,-0.2083333333333333,villain
attacker as,-0.2083333333333333,villain
a villain,-0.2083333333333333,villain
villain in,-0.2083333333333333,villain
text include,-0.2083333333333333,villain
include deceptions,-0.2083333333333333,villain
deceptions fraudsters,-0.2083333333333333,villain
fraudsters cyber,-0.2083333333333333,villain
cyber criminals,-0.2083333333333333,villain
criminals scammers,-0.2083333333333333,villain
scammers exploitation,-0.2083333333333333,villain
exploitation manipulation,-0.2083333333333333,villain
manipulation coercion,-0.2083333333333333,villain
coercion malicious,-0.2083333333333333,villain
malicious actors,-0.2083333333333333,villain
actors thieves,-0.2083333333333333,villain
thieves con,-0.2083333333333333,villain
con artists,-0.2083333333333333,villain
artists perpetrators,-0.2083333333333333,villain
perpetrators crime,-0.2083333333333333,villain
crime threat,-0.2083333333333333,villain
threat predatory,-0.2083333333333333,villain
predatory tactics,-0.2083333333333333,villain
tactics trickery,-0.2083333333333333,villain
trickery phishing,-0.2083333333333333,villain
scams exploitation,-0.2083333333333333,villain
exploitation identity,-0.2083333333333333,villain
theft deception,-0.2083333333333333,villain
deception financial,-0.2083333333333333,villain
fraud fraudulent,-0.2083333333333333,villain
fraudulent sinister,-0.5,villain
sinister tactics,-0.5,villain
tactics insidious,-0.2083333333333333,villain
insidious plots,-0.2083333333333333,villain
plots schemes,-0.2083333333333333,villain
emails fake,-0.5,villain
fake news,-0.5,villain
news fabricated,-0.2083333333333333,villain
fabricated images,-0.2083333333333333,villain
images impersonation,-0.2083333333333333,villain
impersonation imposter,-0.2083333333333333,villain
imposter scams,-0.2083333333333333,villain
scams phishing,-0.2083333333333333,villain
attacks fraudulent,-0.2083333333333333,villain
fraudulent checks,-0.2083333333333333,villain
checks financial,-0.2083333333333333,villain
exploitation dishonest,-0.3,villain
dishonest practices,-0.3,villain
practices predatory,-0.2083333333333333,villain
predatory behavior,-0.2083333333333333,villain
behavior untrustworthy,-0.2083333333333333,villain
untrustworthy behavior,-0.2083333333333333,villain
behavior exploitation,-0.2083333333333333,villain
exploitation fraudulent,-0.2083333333333333,villain
fraudulent claims,-0.2083333333333333,villain
claims red,-0.2083333333333333,villain
flags warning,-0.2083333333333333,villain
signs fraudulent,-0.2083333333333333,villain
activities deceptive,-0.2083333333333333,villain
messages malicious,-0.2083333333333333,villain
malicious schemes,-0.2083333333333333,villain
schemes malicious,-0.2083333333333333,villain
malicious intentions,-0.2083333333333333,villain
intentions financial,-0.2083333333333333,villain
scams fake,-0.5,villain
fake websites,-0.5,villain
websites fake,-0.5,villain
fake emails,-0.5,villain
emails dishonest,-0.3,villain
dishonest tactics,-0.3,villain
tactics illicit,-0.2083333333333333,villain
illicit activities,-0.2083333333333333,villain
fraudulent requests,-0.2083333333333333,villain
requests fraudulent,-0.2083333333333333,villain
deceptive practices,-0.2083333333333333,villain
and phrases that,-0.2083333333333333,villain
phrases that describe,-0.2083333333333333,villain
that describe an,-0.2083333333333333,villain
describe an attacker,-0.2083333333333333,villain
an attacker as,-0.2083333333333333,villain
attacker as a,-0.2083333333333333,villain
as a villain,-0.2083333333333333,villain
a villain in,-0.2083333333333333,villain
villain in the,-0.2083333333333333,villain
the text include,-0.2083333333333333,villain
text include deceptions,-0.2083333333333333,villain
include deceptions fraudsters,-0.2083333333333333,villain
deceptions fraudsters cyber,-0.2083333333333333,villain
fraudsters cyber criminals,-0.2083333333333333,villain
cyber criminals scammers,-0.2083333333333333,villain
criminals scammers exploitation,-0.2083333333333333,villain
scammers exploitation manipulation,-0.2083333333333333,villain
exploitation manipulation coercion,-0.2083333333333333,villain
manipulation coercion malicious,-0.2083333333333333,villain
coercion malicious actors,-0.2083333333333333,villain
malicious actors thieves,-0.2083333333333333,villain
actors thieves con,-0.2083333333333333,villain
thieves con artists,-0.2083333333333333,villain
con artists perpetrators,-0.2083333333333333,villain
artists perpetrators crime,-0.2083333333333333,villain
perpetrators crime threat,-0.2083333333333333,villain
crime threat predatory,-0.2083333333333333,villain
threat predatory tactics,-0.2083333333333333,villain
predatory tactics trickery,-0.2083333333333333,villain
tactics trickery phishing,-0.2083333333333333,villain
trickery phishing scams,-0.2083333333333333,villain
phishing scams exploitation,-0.2083333333333333,villain
scams exploitation identity,-0.2083333333333333,villain
exploitation identity theft,-0.2083333333333333,villain
identity theft deception,-0.2083333333333333,villain
theft deception financial,-0.2083333333333333,villain
deception financial fraud,-0.2083333333333333,villain
financial fraud fraudulent,-0.2083333333333333,villain
fraud fraudulent sinister,-0.5,villain
fraudulent sinister tactics,-0.5,villain
sinister tactics insidious,-0.5,villain
tactics insidious plots,-0.2083333333333333,villain
insidious plots schemes,-0.2083333333333333,villain
plots schemes fraudulent,-0.2083333333333333,villain
schemes fraudulent emails,-0.2083333333333333,villain
fraudulent emails fake,-0.5,villain
emails fake news,-0.5,villain
fake news fabricated,-0.25,villain
news fabricated images,-0.2083333333333333,villain
fabricated images impersonation,-0.2083333333333333,villain
images impersonation imposter,-0.2083333333333333,villain
impersonation imposter scams,-0.2083333333333333,villain
imposter scams phishing,-0.2083333333333333,villain
scams phishing attacks,-0.2083333333333333,villain
phishing attacks fraudulent,-0.2083333333333333,villain
attacks fraudulent checks,-0.2083333333333333,villain
fraudulent checks financial,-0.2083333333333333,villain
checks financial exploitation,-0.2083333333333333,villain
financial exploitation dishonest,-0.15,villain
exploitation dishonest practices,-0.3,villain
dishonest practices predatory,-0.3,villain
practices predatory behavior,-0.2083333333333333,villain
predatory behavior untrustworthy,-0.2083333333333333,villain
behavior untrustworthy behavior,-0.2083333333333333,villain
untrustworthy behavior exploitation,-0.2083333333333333,villain
behavior exploitation fraudulent,-0.2083333333333333,villain
exploitation fraudulent claims,-0.2083333333333333,villain
fraudulent claims red,-0.2083333333333333,villain
claims red flags,-0.2083333333333333,villain
red flags warning,-0.2083333333333333,villain
flags warning signs,-0.2083333333333333,villain
warning signs fraudulent,-0.2083333333333333,villain
signs fraudulent activities,-0.2083333333333333,villain
fraudulent activities deceptive,-0.2083333333333333,villain
activities deceptive messages,-0.2083333333333333,villain
deceptive messages malicious,-0.2083333333333333,villain
messages malicious schemes,-0.2083333333333333,villain
malicious schemes fraudulent,-0.2083333333333333,villain
schemes fraudulent schemes,-0.2083333333333333,villain
fraudulent schemes malicious,-0.2083333333333333,villain
schemes malicious intentions,-0.2083333333333333,villain
malicious intentions financial,-0.2083333333333333,villain
intentions financial scams,-0.2083333333333333,villain
financial scams fake,-0.25,villain
scams fake websites,-0.5,villain
fake websites fake,-0.5,villain
websites fake emails,-0.5,villain
fake emails dishonest,-0.4,villain
emails dishonest tactics,-0.3,villain
dishonest tactics illicit,-0.3,villain
tactics illicit activities,-0.2083333333333333,villain
illicit activities fraudulent,-0.2083333333333333,villain
activities fraudulent requests,-0.2083333333333333,villain
fraudulent requests fraudulent,-0.2083333333333333,villain
requests fraudulent behavior,-0.2083333333333333,villain
behavior fraudulent offers,0.1,villain
offers deceptive practices,0.1,villain
